region_name,district_name,cluster_name,village_name,cohort,cycle,household_id,tool,number_of_pieces
South West,Kitagwenda,Nganiko,Kemihoko_A,2025,A,KIT-KEM-APO-M-094249-15,Filters,3
South West,Kitagwenda,Nganiko,Kahenda,2025,A,KIT-KAH-GET-F-122400-15,Watering can,15
South West,Kitagwenda,Nganiko,Kahenda,2025,A,KIT-KAH-GET-F-122400-15,Tarpaulin,30
South West,Kitagwenda,Nganiko,Kahenda,2025,A,KIT-KAH-GET-F-122400-15,Mortar and Pestle,3
South West,Kitagwenda,Nganiko,Kahenda,2025,A,KIT-KAH-GET-F-122400-15,Hoes,6
South West,Kitagwenda,Nganiko,Kahenda,2025,A,KIT-KAH-GET-F-122400-15,Filters,3
South West,Kitagwenda,Nganiko,Kagorogoro_B,2025,A,KIT-KAG-SUN-M-071911-15,Watering can,10
South West,Kitagwenda,Nganiko,Kagorogoro_B,2025,A,KIT-KAG-SUN-M-071911-15,Tarpaulin,20
South West,Kitagwenda,Nganiko,Kagorogoro_B,2025,A,KIT-KAG-SUN-M-071911-15,Mortar and Pestle,2
South West,Kitagwenda,Nganiko,Kagorogoro_B,2025,A,KIT-KAG-SUN-M-071911-15,Hoes,4
South West,Kitagwenda,Nganiko,Kagorogoro_B,2025,A,KIT-KAG-SUN-M-071911-15,Filters,2
South West,Kitagwenda,Nganiko,Kagorogoro_A,2025,A,KIT-KAG-EMM-M-150515-15,Watering can,10
South West,Kitagwenda,Nganiko,Kagorogoro_A,2025,A,KIT-KAG-EMM-M-150515-15,Tarpaulin,20
South West,Kitagwenda,Nganiko,Kagorogoro_A,2025,A,KIT-KAG-EMM-M-150515-15,Mortar and Pestle,2
South West,Kitagwenda,Nganiko,Kagorogoro_A,2025,A,KIT-KAG-EMM-M-150515-15,Hoes,4
South West,Kitagwenda,Nganiko,Kagorogoro_A,2025,A,KIT-KAG-EMM-M-150515-15,Filters,2
South West,Kitagwenda,Bujumiro,Bujumiro_B,2025,A,KIT-BUJ-ROB-M-122234-15,Watering can,20
South West,Kitagwenda,Bujumiro,Bujumiro_B,2025,A,KIT-BUJ-ROB-M-122234-15,Tarpaulin,40
South West,Kitagwenda,Bujumiro,Kyarubingo,2025,A,KIT-KYA-JAM-M-174920-15,Tarpaulin,50
South West,Kitagwenda,Bujumiro,Kyarubingo,2025,A,KIT-KYA-JAM-M-174920-15,Watering can,25
South West,Kitagwenda,Bujumiro,Kanyamburara,2025,A,KIT-KAN-ROB-M-190627-15,Tarpaulin,70
South West,Kitagwenda,Bujumiro,Kanyamburara,2025,A,KIT-KAN-ROB-M-190627-15,Watering can,35
South West,Kitagwenda,Bujumiro,Nyabwina_Buhanda,2025,A,KIT-NYA-ROS-F-141959-15,Watering can,15
South West,Kitagwenda,Bujumiro,Nyabwina_Buhanda,2025,A,KIT-NYA-ROS-F-141959-15,Tarpaulin,30
South West,Kitagwenda,Bujumiro,Bujumiro_A,2025,A,KIT-BUJ-JOS-M-080952-15,Watering can,30
South West,Kitagwenda,Bujumiro,Bujumiro_A,2025,A,KIT-BUJ-JOS-M-080952-15,Tarpaulin,60
South West,Kitagwenda,Muyenga,Zanzibar,2025,A,KIT-ZAN-JOH-M-132754-15,Tarpaulin,30
South West,Kitagwenda,Muyenga,Zanzibar,2025,A,KIT-ZAN-JOH-M-132754-15,Watering can,15
South West,Kitagwenda,Muyenga,Nganiko_3,2025,A,KIT-NGA-MAR-M-111229-15,Tarpaulin,30
South West,Kitagwenda,Muyenga,Nganiko_3,2025,A,KIT-NGA-MAR-M-111229-15,Watering can,15
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-FRE-M-093705-15,Tarpaulin,30
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-FRE-M-093705-15,Watering can,15
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-ROB-M-092743-15,Watering can,15
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-ROB-M-092743-15,Tarpaulin,30
South West,Kitagwenda,Muyenga,Muyenga_Central,2025,A,KIT-MUY-KOL-M-110443-15,Watering can,10
South West,Kitagwenda,Muyenga,Muyenga_Central,2025,A,KIT-MUY-KOL-M-110443-15,Tarpaulin,20
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_1,2025,A,KIT-NYA-JAC-M-162341-15,Tarpaulin,25
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_1,2025,A,KIT-NYA-JAC-M-162341-15,Watering can,25
South West,Kitagwenda,Nyakacwamba,Mpanga_Nyakacwamba,2025,A,KIT-MPA-ALE-M-094050-15,Tarpaulin,15
South West,Kitagwenda,Nyakacwamba,Mpanga_Nyakacwamba,2025,A,KIT-MPA-ALE-M-094050-15,Watering can,20
South West,Kitagwenda,Nyakacwamba,Karere_Nyakacwamba,2025,A,KIT-KAR-GUM-M-111622-15,Tarpaulin,25
South West,Kitagwenda,Nyakacwamba,Karere_Nyakacwamba,2025,A,KIT-KAR-GUM-M-111622-15,Watering can,25
South West,Kitagwenda,Nyakacwamba,Karubuguma_1,2025,A,KIT-KAR-NAS-M-134533-15,Tarpaulin,15
South West,Kitagwenda,Nyakacwamba,Karubuguma_1,2025,A,KIT-KAR-NAS-M-134533-15,Watering can,20
South West,Kitagwenda,Nyakacwamba,Karubuguma_2,2025,A,KIT-KAR-TUR-M-151929-15,Tarpaulin,59
South West,Kitagwenda,Nyakacwamba,Karubuguma_2,2025,A,KIT-KAR-TUR-M-151929-15,Watering can,45
South West,Kitagwenda,Nyakacwamba,Kapapari,2025,A,KIT-KAP-YOR-M-103540-15,Tarpaulin,25
South West,Kitagwenda,Nyakacwamba,Kapapari,2025,A,KIT-KAP-YOR-M-103540-15,Watering can,25
South West,Kitagwenda,Nyakacwamba,Rwengwe_Nyakacwamba,2025,A,KIT-RWE-BUZ-M-091734-15,Tarpaulin,35
South West,Kitagwenda,Nyakacwamba,Rwengwe_Nyakacwamba,2025,A,KIT-RWE-BUZ-M-091734-15,Watering can,30
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-NYI-F-145744-15,Watering can,20
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-NYI-F-145744-15,Tarpaulin,15
South West,Kitagwenda,Nganiko,Nganiko_Central,2025,A,KIT-NGA-BOA-M-175234-15,Pick Axe,6
South West,Kitagwenda,Nganiko,Nganiko_Central,2025,A,KIT-NGA-BOA-M-175234-15,Spray Pumps,6
South West,Kitagwenda,Nganiko,Nganiko_Central,2025,A,KIT-NGA-BOA-M-175234-15,Spade,6
South West,Kitagwenda,Nganiko,Nganiko_Central,2025,A,KIT-NGA-BOA-M-175234-15,Secateurs,15
South West,Kitagwenda,Nganiko,Nganiko_Central,2025,A,KIT-NGA-BOA-M-175234-15,Plastic Drums,3
South West,Kitagwenda,Nganiko,Nganiko_Central,2025,A,KIT-NGA-BOA-M-175234-15,Jerrycans,6
South West,Kitagwenda,Nganiko,Nganiko_Central,2025,A,KIT-NGA-BOA-M-175234-15,Gloves,6
South West,Kitagwenda,Nganiko,Nganiko_Central,2025,A,KIT-NGA-BOA-M-175234-15,Forked Hoe,3
South West,Kitagwenda,Nganiko,Nganiko_Central,2025,A,KIT-NGA-BOA-M-175234-15,Compound Sacks,3
South West,Kitagwenda,Nganiko,Kemihoko_B,2025,A,KIT-KEM-FLO-F-120944-15,Forked Hoe,2
South West,Kitagwenda,Nganiko,Kemihoko_B,2025,A,KIT-KEM-FLO-F-120944-15,Spray Pumps,4
South West,Kitagwenda,Nganiko,Kemihoko_B,2025,A,KIT-KEM-FLO-F-120944-15,Spade,4
South West,Kitagwenda,Nganiko,Kemihoko_B,2025,A,KIT-KEM-FLO-F-120944-15,Secateurs,10
South West,Kitagwenda,Nganiko,Nganiko_TC,2025,A,KIT-NGA-PAT-F-000950-15,Spray Pumps,6
South West,Kitagwenda,Nganiko,Kemihoko_B,2025,A,KIT-KEM-FLO-F-120944-15,Pick Axe,4
South West,Kitagwenda,Nganiko,Nganiko_TC,2025,A,KIT-NGA-PAT-F-000950-15,Spade,6
South West,Kitagwenda,Nganiko,Nganiko_TC,2025,A,KIT-NGA-PAT-F-000950-15,Secateurs,15
South West,Kitagwenda,Nganiko,Kemihoko_B,2025,A,KIT-KEM-FLO-F-120944-15,Plastic Drums,2
South West,Kitagwenda,Nganiko,Nganiko_TC,2025,A,KIT-NGA-PAT-F-000950-15,Pick Axe,6
South West,Kitagwenda,Nganiko,Kemihoko_B,2025,A,KIT-KEM-FLO-F-120944-15,Jerrycans,4
South West,Kitagwenda,Nganiko,Kemihoko_B,2025,A,KIT-KEM-FLO-F-120944-15,Gloves,4
South West,Kitagwenda,Nganiko,Nganiko_TC,2025,A,KIT-NGA-PAT-F-000950-15,Plastic Drums,3
South West,Kitagwenda,Nganiko,Nganiko_TC,2025,A,KIT-NGA-PAT-F-000950-15,Jerrycans,6
South West,Kitagwenda,Nganiko,Kemihoko_B,2025,A,KIT-KEM-FLO-F-120944-15,Compound Sacks,2
South West,Kitagwenda,Nganiko,Nganiko_1,2025,A,KIT-NGA-KAT-M-130419-15,Spray Pumps,6
South West,Kitagwenda,Nganiko,Nganiko_TC,2025,A,KIT-NGA-PAT-F-000950-15,Gloves,6
South West,Kitagwenda,Nganiko,Nganiko_1,2025,A,KIT-NGA-KAT-M-130419-15,Spade,6
South West,Kitagwenda,Nganiko,Nganiko_TC,2025,A,KIT-NGA-PAT-F-000950-15,Forked Hoe,3
South West,Kitagwenda,Nganiko,Nganiko_1,2025,A,KIT-NGA-KAT-M-130419-15,Secateurs,15
South West,Kitagwenda,Nganiko,Nganiko_1,2025,A,KIT-NGA-KAT-M-130419-15,Pick Axe,6
South West,Kitagwenda,Nganiko,Nganiko_TC,2025,A,KIT-NGA-PAT-F-000950-15,Compound Sacks,3
South West,Kitagwenda,Nganiko,Nganiko_1,2025,A,KIT-NGA-KAT-M-130419-15,Plastic Drums,3
South West,Kitagwenda,Nganiko,Nganiko_1,2025,A,KIT-NGA-KAT-M-130419-15,Jerrycans,6
South West,Kitagwenda,Nganiko,Nganiko_1,2025,A,KIT-NGA-KAT-M-130419-15,Gloves,6
South West,Kitagwenda,Nganiko,Nganiko_1,2025,A,KIT-NGA-KAT-M-130419-15,Forked Hoe,3
South West,Kitagwenda,Nganiko,Nganiko_1,2025,A,KIT-NGA-KAT-M-130419-15,Compound Sacks,3
South West,Kitagwenda,Nganiko,Kemihoko_A,2025,A,KIT-KEM-VAN-F-132431-15,Spray Pumps,6
South West,Kitagwenda,Nganiko,Kemihoko_A,2025,A,KIT-KEM-VAN-F-132431-15,Spade,6
South West,Kitagwenda,Nganiko,Kemihoko_A,2025,A,KIT-KEM-VAN-F-132431-15,Secateurs,15
South West,Kitagwenda,Nganiko,Kemihoko_A,2025,A,KIT-KEM-VAN-F-132431-15,Plastic Drums,3
South West,Kitagwenda,Nganiko,Kemihoko_A,2025,A,KIT-KEM-VAN-F-132431-15,Pick Axe,6
South West,Kitagwenda,Nganiko,Kemihoko_A,2025,A,KIT-KEM-VAN-F-132431-15,Jerrycans,6
South West,Kitagwenda,Nganiko,Kemihoko_A,2025,A,KIT-KEM-VAN-F-132431-15,Gloves,6
South West,Kitagwenda,Nganiko,Kemihoko_A,2025,A,KIT-KEM-VAN-F-132431-15,Forked Hoe,3
South West,Kitagwenda,Nganiko,Kemihoko_A,2025,A,KIT-KEM-VAN-F-132431-15,Compound Sacks,3
South West,Kitagwenda,Nganiko,Kahenda,2025,A,KIT-KAH-GET-F-122400-15,Spray Pumps,6
South West,Kitagwenda,Nganiko,Kahenda,2025,A,KIT-KAH-GET-F-122400-15,Spade,6
South West,Kitagwenda,Nganiko,Kahenda,2025,A,KIT-KAH-GET-F-122400-15,Secateurs,15
South West,Kitagwenda,Nganiko,Kahenda,2025,A,KIT-KAH-GET-F-122400-15,Pick Axe,6
South West,Kitagwenda,Nganiko,Kahenda,2025,A,KIT-KAH-GET-F-122400-15,Plastic Drums,3
South West,Kitagwenda,Nganiko,Kahenda,2025,A,KIT-KAH-GET-F-122400-15,Jerrycans,6
South West,Kitagwenda,Nganiko,Kahenda,2025,A,KIT-KAH-GET-F-122400-15,Gloves,6
South West,Kitagwenda,Nganiko,Kahenda,2025,A,KIT-KAH-GET-F-122400-15,Forked Hoe,3
South West,Kitagwenda,Nganiko,Kahenda,2025,A,KIT-KAH-GET-F-122400-15,Compound Sacks,3
South West,Kitagwenda,Nganiko,Kagorogoro_B,2025,A,KIT-KAG-ATA-M-093148-15,Spray Pumps,4
South West,Kitagwenda,Nganiko,Kagorogoro_B,2025,A,KIT-KAG-ATA-M-093148-15,Spade,4
South West,Kitagwenda,Nganiko,Kagorogoro_B,2025,A,KIT-KAG-ATA-M-093148-15,Secateurs,10
South West,Kitagwenda,Nganiko,Kagorogoro_B,2025,A,KIT-KAG-ATA-M-093148-15,Plastic Drums,2
South West,Kitagwenda,Nganiko,Kagorogoro_B,2025,A,KIT-KAG-ATA-M-093148-15,Pick Axe,4
South West,Kitagwenda,Nganiko,Kagorogoro_B,2025,A,KIT-KAG-ATA-M-093148-15,Jerrycans,4
South West,Kitagwenda,Nganiko,Kagorogoro_B,2025,A,KIT-KAG-ATA-M-093148-15,Gloves,4
South West,Kitagwenda,Nganiko,Kagorogoro_B,2025,A,KIT-KAG-ATA-M-093148-15,Forked Hoe,2
South West,Kitagwenda,Nganiko,Kagorogoro_B,2025,A,KIT-KAG-ATA-M-093148-15,Compound Sacks,2
South West,Kitagwenda,Nganiko,Kagorogoro_A,2025,A,KIT-KAG-SEK-M-154458-15,Pick Axe,4
South West,Kitagwenda,Nganiko,Kagorogoro_A,2025,A,KIT-KAG-SEK-M-154458-15,Spray Pumps,4
South West,Kitagwenda,Nganiko,Kagorogoro_A,2025,A,KIT-KAG-SEK-M-154458-15,Spade,4
South West,Kitagwenda,Nganiko,Kagorogoro_A,2025,A,KIT-KAG-SEK-M-154458-15,Secateurs,10
South West,Kitagwenda,Nganiko,Kagorogoro_A,2025,A,KIT-KAG-SEK-M-154458-15,Rope,2
South West,Kitagwenda,Nganiko,Kagorogoro_A,2025,A,KIT-KAG-SEK-M-154458-15,Plastic Drums,2
South West,Kitagwenda,Nganiko,Kagorogoro_A,2025,A,KIT-KAG-SEK-M-154458-15,Jerrycans,4
South West,Kitagwenda,Nganiko,Kagorogoro_A,2025,A,KIT-KAG-SEK-M-154458-15,Gloves,4
South West,Kitagwenda,Nganiko,Kagorogoro_A,2025,A,KIT-KAG-SEK-M-154458-15,Forked Hoe,2
South West,Kitagwenda,Nganiko,Kagorogoro_A,2025,A,KIT-KAG-SEK-M-154458-15,Compound Sacks,2
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-ROB-M-092743-15,Spade,6
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-ROB-M-092743-15,Secateurs,15
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-ROB-M-092743-15,Plastic Drums,3
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-ROB-M-092743-15,Pick Axe,6
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-ROB-M-092743-15,Spray Pumps,6
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-ROB-M-092743-15,Jerrycans,6
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-ROB-M-092743-15,Hoes,6
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-ROB-M-092743-15,Gloves,6
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-ROB-M-092743-15,Forked Hoe,3
South West,Kitagwenda,Muyenga,Muyenga_TC,2025,A,KIT-MUY-ROB-M-092743-15,Compound Sacks,3
South West,Kitagwenda,Muyenga,Muyenga_Central,2025,A,KIT-MUY-KOL-M-110443-15,Spade,4
South West,Kitagwenda,Muyenga,Muyenga_Central,2025,A,KIT-MUY-KOL-M-110443-15,Secateurs,10
South West,Kitagwenda,Muyenga,Muyenga_Central,2025,A,KIT-MUY-KOL-M-110443-15,Plastic Drums,2
South West,Kitagwenda,Muyenga,Muyenga_Central,2025,A,KIT-MUY-KOL-M-110443-15,Pick Axe,4
South West,Kitagwenda,Muyenga,Muyenga_Central,2025,A,KIT-MUY-KOL-M-110443-15,Spray Pumps,4
South West,Kitagwenda,Muyenga,Muyenga_Central,2025,A,KIT-MUY-KOL-M-110443-15,Jerrycans,4
South West,Kitagwenda,Muyenga,Muyenga_Central,2025,A,KIT-MUY-KOL-M-110443-15,Hoes,4
South West,Kitagwenda,Muyenga,Muyenga_Central,2025,A,KIT-MUY-KOL-M-110443-15,Gloves,4
South West,Kitagwenda,Muyenga,Muyenga_Central,2025,A,KIT-MUY-KOL-M-110443-15,Forked Hoe,2
South West,Kitagwenda,Muyenga,Muyenga_Central,2025,A,KIT-MUY-KOL-M-110443-15,Compound Sacks,2
South West,Kitagwenda,Muyenga,Zanzibar,2025,A,KIT-ZAN-WEL-M-123124-15,Spade,6
South West,Kitagwenda,Muyenga,Zanzibar,2025,A,KIT-ZAN-WEL-M-123124-15,Secateurs,15
South West,Kitagwenda,Muyenga,Zanzibar,2025,A,KIT-ZAN-WEL-M-123124-15,Plastic Drums,3
South West,Kitagwenda,Muyenga,Zanzibar,2025,A,KIT-ZAN-WEL-M-123124-15,Pick Axe,6
South West,Kitagwenda,Muyenga,Zanzibar,2025,A,KIT-ZAN-WEL-M-123124-15,Spray Pumps,6
South West,Kitagwenda,Muyenga,Zanzibar,2025,A,KIT-ZAN-WEL-M-123124-15,Jerrycans,6
South West,Kitagwenda,Muyenga,Zanzibar,2025,A,KIT-ZAN-WEL-M-123124-15,Hoes,6
South West,Kitagwenda,Muyenga,Zanzibar,2025,A,KIT-ZAN-WEL-M-123124-15,Gloves,6
South West,Kitagwenda,Muyenga,Zanzibar,2025,A,KIT-ZAN-WEL-M-123124-15,Forked Hoe,3
South West,Kitagwenda,Muyenga,Zanzibar,2025,A,KIT-ZAN-WEL-M-123124-15,Compound Sacks,3
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-JAN-F-103422-15,Spade,6
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-JAN-F-103422-15,Secateurs,15
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-JAN-F-103422-15,Plastic Drums,3
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-JAN-F-103422-15,Pick Axe,6
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-JAN-F-103422-15,Spray Pumps,6
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-JAN-F-103422-15,Jerrycans,6
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-JAN-F-103422-15,Hoes,6
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-JAN-F-103422-15,Gloves,6
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-JAN-F-103422-15,Forked Hoe,3
South West,Kitagwenda,Muyenga,Nganiko_2,2025,A,KIT-NGA-JAN-F-103422-15,Compound Sacks,3
South West,Kitagwenda,Muyenga,Nganiko_3,2025,A,KIT-NGA-ROB-M-090554-15,Spade,6
South West,Kitagwenda,Muyenga,Nganiko_3,2025,A,KIT-NGA-ROB-M-090554-15,Secateurs,15
South West,Kitagwenda,Muyenga,Nganiko_3,2025,A,KIT-NGA-ROB-M-090554-15,Rope,0
South West,Kitagwenda,Muyenga,Nganiko_3,2025,A,KIT-NGA-ROB-M-090554-15,Plastic Drums,3
South West,Kitagwenda,Muyenga,Nganiko_3,2025,A,KIT-NGA-ROB-M-090554-15,Pick Axe,6
South West,Kitagwenda,Muyenga,Nganiko_3,2025,A,KIT-NGA-ROB-M-090554-15,Spray Pumps,6
South West,Kitagwenda,Muyenga,Nganiko_3,2025,A,KIT-NGA-ROB-M-090554-15,Jerrycans,6
South West,Kitagwenda,Muyenga,Nganiko_3,2025,A,KIT-NGA-ROB-M-090554-15,Hoes,6
South West,Kitagwenda,Muyenga,Nganiko_3,2025,A,KIT-NGA-ROB-M-090554-15,Gloves,6
South West,Kitagwenda,Muyenga,Nganiko_3,2025,A,KIT-NGA-ROB-M-090554-15,Forked Hoe,3
South West,Kitagwenda,Muyenga,Nganiko_3,2025,A,KIT-NGA-ROB-M-090554-15,Compound Sacks,1
Central,Rakai,Kasensero,Kyaluwakula,2025,A,RAK-KYA-KAS-M-143346-18,Jerrycans,8
Central,Rakai,Kasensero,Kyaluwakula,2025,A,RAK-KYA-KAS-M-143346-18,Compound Sacks,4
Central,Rakai,Kasensero,Kyaluwakula,2025,A,RAK-KYA-KAS-M-143346-18,Spray Pumps,4
Central,Rakai,Kasensero,Kyaluwakula,2025,A,RAK-KYA-KAS-M-143346-18,Plastic Drums,4
Central,Rakai,Kasensero,Kyaluwakula,2025,A,RAK-KYA-KAS-M-143346-18,Spade,8
Central,Rakai,Kasensero,Kyaluwakula,2025,A,RAK-KYA-KAS-M-143346-18,Pick Axe,4
Central,Rakai,Kasensero,Kyaluwakula,2025,A,RAK-KYA-KAS-M-143346-18,Forked Hoe,4
Central,Rakai,Kasensero,Kyaluwakula,2025,A,RAK-KYA-KAS-M-143346-18,Hoes,8
Central,Rakai,Kasensero,Kyengeza_Rakai,2025,A,RAK-KYE-NAK-F-170457-18,Compound Sacks,12
Central,Rakai,Kasensero,Kyengeza_Rakai,2025,A,RAK-KYE-NAK-F-170457-18,Jerrycans,24
Central,Rakai,Kasensero,Kyengeza_Rakai,2025,A,RAK-KYE-NAK-F-170457-18,Spray Pumps,12
Central,Rakai,Kasensero,Kyengeza_Rakai,2025,A,RAK-KYE-NAK-F-170457-18,Spade,24
Central,Rakai,Kasensero,Kyengeza_Rakai,2025,A,RAK-KYE-NAK-F-170457-18,Pick Axe,12
Central,Rakai,Kasensero,Kyengeza_Rakai,2025,A,RAK-KYE-NAK-F-170457-18,Forked Hoe,12
Central,Rakai,Kasensero,Kyengeza_Rakai,2025,A,RAK-KYE-NAK-F-170457-18,Hoes,24
Central,Rakai,Kasensero,Kyengeza_Rakai,2025,A,RAK-KYE-NAK-F-170457-18,Plastic Drums,12
South West,Kitagwenda,Nyakacwamba,Rwengwe_Nyakacwamba,2025,A,KIT-RWE-ROB-M-123702-15,Rope,0
South West,Kitagwenda,Nyakacwamba,Rwengwe_Nyakacwamba,2025,A,KIT-RWE-ROB-M-123702-15,Secateurs,30
South West,Kitagwenda,Nyakacwamba,Rwengwe_Nyakacwamba,2025,A,KIT-RWE-ROB-M-123702-15,Gloves,12
South West,Kitagwenda,Nyakacwamba,Rwengwe_Nyakacwamba,2025,A,KIT-RWE-ROB-M-123702-15,Jerrycans,12
South West,Kitagwenda,Nyakacwamba,Rwengwe_Nyakacwamba,2025,A,KIT-RWE-ROB-M-123702-15,Tarpaulin,25
South West,Kitagwenda,Nyakacwamba,Rwengwe_Nyakacwamba,2025,A,KIT-RWE-ROB-M-123702-15,Compound Sacks,6
South West,Kitagwenda,Nyakacwamba,Rwengwe_Nyakacwamba,2025,A,KIT-RWE-ROB-M-123702-15,Spray Pumps,12
South West,Kitagwenda,Nyakacwamba,Rwengwe_Nyakacwamba,2025,A,KIT-RWE-ROB-M-123702-15,Plastic Drums,6
South West,Kitagwenda,Nyakacwamba,Rwengwe_Nyakacwamba,2025,A,KIT-RWE-ROB-M-123702-15,Spade,12
South West,Kitagwenda,Nyakacwamba,Rwengwe_Nyakacwamba,2025,A,KIT-RWE-ROB-M-123702-15,Pick Axe,12
South West,Kitagwenda,Nyakacwamba,Rwengwe_Nyakacwamba,2025,A,KIT-RWE-ROB-M-123702-15,Forked Hoe,6
South West,Kitagwenda,Nyakacwamba,Rwengwe_Nyakacwamba,2025,A,KIT-RWE-ROB-M-123702-15,Hoes,12
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-NAN-F-121835-15,Rope,0
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-NAN-F-121835-15,Secateurs,20
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-NAN-F-121835-15,Gloves,8
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-NAN-F-121835-15,Jerrycans,8
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-NAN-F-121835-15,Tarpaulin,25
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-NAN-F-121835-15,Compound Sacks,4
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-NAN-F-121835-15,Spray Pumps,8
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-NAN-F-121835-15,Plastic Drums,4
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-NAN-F-121835-15,Spade,8
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-NAN-F-121835-15,Pick Axe,8
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-NAN-F-121835-15,Forked Hoe,4
South West,Kitagwenda,Nyakacwamba,Nyakacwamba_2,2025,A,KIT-NYA-NAN-F-121835-15,Hoes,8
South West,Kitagwenda,Nyakacwamba,Mpanga_Nyakacwamba,2025,A,KIT-MPA-JAC-F-174014-15,Rope,0
South West,Kitagwenda,Nyakacwamba,Mpanga_Nyakacwamba,2025,A,KIT-MPA-JAC-F-174014-15,Secateurs,20
South West,Kitagwenda,Nyakacwamba,Mpanga_Nyakacwamba,2025,A,KIT-MPA-JAC-F-174014-15,Gloves,8
